"cityName","hospitalName","hospitalAddress"
"Delhi and NCR","Kalra Hospital","A-4, 5&6 Tulsi Dass Kalra Marg, Kirti Nagar, New Delhi-110015.Ph. No. 011-45005600, 45005700,"
"Delhi and NCR","Dr. Lal Pathlabs Pvt","C-1/B, Clear View, Old DLFColony, Sector-14, Gurgaon122001."
"Delhi and NCR","Yatharth Wellness Hospital & Trauma Centre","32, Omega-I, Greater Noida.   Tel. No. 8800447777, 8826447777."
"Delhi and NCR","Arunodaya Desert Eye Hospital ","Sector-55, Plot #, NH-4, Gurgaon122003. Tel. No. 0124-4116003. "
"Delhi and NCR","Ravi Eye Foundation","B-8, First Floor, Ganesh Nagar, New Delhi-110018. Tel.No. 9873006353, 9811676813"
"Delhi and NCR","Ahuja Laser Eye Centre","212 Permanand Colony, (Near Mukherjee Nagar), Delhi. Tel.No.011- 27608817, 27427761"
"Delhi and NCR","Jeewan Mala Hospital","67/1, New Rohtak Road, New Delhi   110005. "
"Delhi and NCR","Max Multi  Speciality  Hospital ( A unit  of Four seasons  foundation)","Plot No. 4a, Sector Institutional Green, Opp. NTPC, Near Crown Plaza, Greater Noida"
"Delhi and NCR","Shivalik Medical  Centre Pvt. Ltd. ","Sector-51, Main Road, Hoshyarpur, Sector-51, Noida. (U.P.) "
"Delhi and NCR","Punarjyoti Eye &  Mother Care Center ","Duplex No.1, Sector-15, Vasundhara, Ghaziabad-201012. "
"Delhi and NCR","Rotary Eye Care Centre ","56-57, Tughlakabad Institutional Area, M.B. Road, New Delhi-110062"
"Delhi and NCR","Aster Eye Care ( A Unit of Dr. Mehta Eye Care)","5E/05, B.P. Near NeelamChowk, Railway Road, NIT,Faridabad- 121001."
"Delhi and NCR","Dr. Futelas  Dental Centre ","C 11, Nirvana Courtyard, Nirvana Country, South City 2, Sohna Road, Gurgaon "
"Delhi and NCR","Shroff Eye Centre ","110- Commercial Plaza, RadissonSuites, Behind Ansal s TimeSquare Building, B- Block SushantLok Phase   I, Sector-27, Gurgaon,Haryana- 122022.Tel. No. 0124-470999, 9971156869"
"Delhi and NCR","Mangalam  Medical and  Surgical Centre ","154/81, Main Bawana Road, Pooth Khurd, Near Sector-35, Delhi-110039."
"Delhi and NCR","Vision Care Centre ","E-16, 389 & 392, Sector-8, Rohini, New Delhi-85. "
"Delhi and NCR","Shanti Mukund Hospital","2, Institutional Area, Vikas Marg Extn., New Delhi   110092."
"Delhi and NCR","Delhi Eye Centre","C-120, Rajinder Nagar, NewDelhi."
"Delhi and NCR","Viaan Eye & Retina Centre ","UG-4, Bestech Central Square Mall, Sushant Lok-II, Sector-57, Gurgaon. "
"Delhi and NCR","S.N Dental Hospital & Implant Centre","S.N Dental Hospital & Implant CentreShop 5, B-13, Sector-34, Mother Dairy Market, Noida"
"Delhi and NCR","Dr. Lal Pathlabs Pvt","SCO-30, Sector-16,Faridabad-121002. Tel. No.0129-3266060 "
"Delhi and NCR","Vinayak Hospital","NH-1, Sector-27, Atta, Noida   201301"
"Delhi and NCR","DRS Northex Eye Institute Pvt. Ltd.","C-9/34, First Floor, Sector-7, Rohini, Delhi "
"Delhi and NCR","Advanced Dental and Implant Clinic ","Booth No.21, Huda MainMarket, Sector-17,Faridabad-121002. "
"Delhi and NCR","Sai Mobident Dental Centre","D-14/231, Metro Pillar No.411, Sec-7, Rohini, New Delhi"
"Delhi and NCR","Jeewan Nursing Home & Hospital","2-B, Pusa Road, Karol Bagh, New Delhi   110005. "
"Delhi and NCR","Smile 4 Sure Dental Clinic","Shop No.1, DDA Market, Bank Enclave, Delhi"
"Delhi and NCR"," Singhs Dental Hospital ","30-34 Sewak Park, Opp. MetroPillar No. 771, Dwarka, MainNajafgarh Road, New Delhi-59"
"Delhi and NCR","White Field Dental Clinic ","1E/4, Jhandewalan Extension,Near Jhandewalan Metro Station,New Delhi-110055"
"Delhi and NCR","Foundation Dental & Facial Trauma Centre","C-585, 40 Feet Road, NearMastana Chowk, ChawlaColony, Faridabad-121004"
"Delhi and NCR","Irene Hospital","DD-23 Kalkaji Extension New Delhi"
"Delhi and NCR","Max Smart Superspecialty Hospital ( a unit of GM Modi hospital and research Centre)","Press Enclave Road,Saket,New Delhi  "
"Delhi and NCR","Modern Dental and Oro Maxillofacial Clinic","B-217, Ground Floor, Hari Nagar, Behind DDU Hospital, New Delhi-110064"
"Delhi and NCR","Ganesh Hospital","II-C/3, Nehru Bazar, Ghaziabad -201001."
"GUNTUR","AMARAVATHI DENTAL HOSPITAL","13-7-72, 6th lane gunturuvarithota, Guntur- 522001."
"GUNTUR","OMEGA HOSPITALS","D.NO.55-1-11,MEHAR NAGAR,NEAR MEHA BABA TEMPLE,AUTONAGAR,GUNTUR-522001"
"GUNTUR","LALITHA SUPER SPECIALITY HOSPITAL (PVT) LTD","12-21-59, kothapet, Guntur-522001."
"GUNTUR","Dr. AGARWAL'S EYE HOSPITAL","13-2-71,old club road, near hero showroom, gunturivarithota, kothapet, Guntur-522001."
"Guwahati","ASG Eye Care","G.S. Road,Dispur,Guwahati-781006"
"Guwahati","DOWN TOWN HOSPITAL ","G.S.ROAD, DISPUR, GUWAHATI-781006."
"Guwahati","NARAYANA SUPER SPECIALITY HOSPITAL","Near Tolaram Bafna Hospital Campus, Amingaon, Guwahati-781031Tel No.0361-2680321"
"Guwahati","HAYAT HOSPITAL","Lalganesh, Odalbakra, Guwahati -781034Ph.8811000123"
"Guwahati","Marwari Hospitals","Sati Jaymati Road,Athgaon, Guwahati-781008 "
"Hyderabad","SRI SRI HOLISTIC HOSPITALS","All the facilities available in the hopsital except IVF and other assisted reproductive treatment procedures"
"Hyderabad","DR  ANUS  DENTAL CARE  RTC X  ROADS  HYDERABAD","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL FOR DENTAL CARE-NABH accredited"
"Hyderabad","MYTRI HOSPITAL","OPP.PILLAR N0-80,GUDIMALKAPUR,MEHDIPATNEM"
"Hyderabad","SRI SHANKARA NETHRALAYA","opp RAOS high school.main road miyaper"
"Hyderabad","NEO VISION EYE CARE & LASER CENTER pvt.ltd","7-102/7,1ST FLOOR SANDYA ENCLAVE,HABSIGUDA"
"Hyderabad","PUSHPAGIRI EYE INSTITUTE ","Plot No.241, Uma Plaza,West Marredpally, Secunderabad   500 026"
"Hyderabad","pace hospitals","1-11-254/11/A/3/1,2,3,Motilal Nehru Nagar, SP Road, Begumpet. Hyderabad-500 016. Tel.No.040-66171717"
"Hyderabad","continental Hospitals ltd","plot no 3, ROAD NO 2, IT &FINANCIAL DISTRICT, NANAKRAMGUDA, GACHIBOWLI, HYDERABAD, 500035, TEL NO: 040-67000000"
"Hyderabad","MAX CURE HOSPITALS (A UNIT OF SAHRUDAYA HEALTHCARE PVT LTD) MADHAPUR, HYDERABAD W.E.F. 20-2-2017","Behind Cyber Towers, Patrika Nagar, Lane in between Mc Donald s & Venky s Express, Madhapur, Hyderabad Tel.No.040-45404540"
"Hyderabad","Sai Vani Super Speciality","RAMAKRISHNA MATT ROAD, OPP INDIRA PARK, DOMALGUDA, HYDERABAD, 500029, TEL NO:040-27634462"
"Hyderabad","TITAN HOSPITALS ( A UNIT OF BRISTLECONE HOSPITALS PVT. LTD)","Old Hayathnagar Road, Shirdi Nagar, Hayathnagar, Hyderabad, Telangana"
"Hyderabad","HIMAGIRI HOSPITALS PVT. LTD)","GENERAL PURPOSE, LITHOTRIPSY, ORTHOPAEDICS INCL. JOINT REPLACEMENT, GASTROENTEROLOGY, NEUROSURGERY, ENT, LAPROSCOPIC/ENDOSCOPIC SURGERY, UROLOGY"
"Hyderabad","INDUS HOSPITALS (a unit of Vasugan Medical Visakhapatnam","All the facilities available in the hospital except IVF and other assisted reproductive treatment procedures-empanelled with effect from 10th April 2017 to 16th May 2017 or until further orders"
"Hyderabad","MAHATMA GANDHI CANCER & RESEARCH INSTITUTE (a unit of Vizag  Hospital & cancer research centre pvt ltd)VISAKHAPATNAM ","aLL THE FACILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER ASSISTED REPRODUCTIVE TREATMENT PROCEDURESempanelled with effect from 10th April 2017 to 16th May 2017 or until further orders"
"Hyderabad","CARE HOSPITALS (Visakha Hospitals and diagnostics Ltd) waltaar it main road, Ram nagar VISAKHAPATNAM","All the facilities available in the hospital except IVF and other assisted reproductive treatment proceduresempanelled with effect from 11th April 2017 to 16th May 2017 or until further orders"
"Hyderabad","KALA HOSPITALS PVT LTD DWARAKANAGAR VISAKHAPATNAM EMPANELLED WITH EFFECT FROM 17TH APRIL 2017","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER ASSISTED REPRODUCTIVE TREATMENT PROCEDURES"
"Hyderabad","QUEENS NRI HOSPITAL A UNIT OF CHALASANI HOSPITALS PVT LTD VISAKHAPATNAM","ALL THE FACCILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER RELATED REPRODUCTIVE TREATMENT PROCEDURES"
"Hyderabad","OZONE HOSPITAL","kothapet,DILSHUKNAGER, HYDERABAD-35,TELANGANA, TELNO:040-22108108"
"Hyderabad","WIN VISION EYE HOSPITALS PVT LTD BEGUMPET HYDERABAD","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL FOR EYE CARE PROCEDURE"
"Hyderabad","PRASAD HOSPITALS (A UNIT OF UNITED BIO SCIENCES PVT LTD)","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER ASSISTED REPRODUCTIVE TREATMENT PROCEDURES"
"Hyderabad","VIRINCHI HOSPITLAS (A UNIT OF VIRINCHI HEALTH CARE PVT LTD)","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER ASSISTED REPRODUCTIVE TREATMENT PROEDURES"
"Hyderabad","Anand Eye Institute ","""Opp. Indian Oil Petrol Pump, Habsiguda, Hyderabad-500 007,  Tel.No.040-27151999 """
"Hyderabad","APOLLO HOSPITALS, SECUNDERABAD","ST. JOHNS ROAD,BESIDES KEYS HIGH SCHOOL, SECUNDERABAD, 500025, TEL NO:040-27718888"
"Hyderabad","APOLLO HOSPITALS, HYDERGUDA","Plot No. 3-5-874/1, Near, Old MLA Quarters Rd, Old MLA Quarters, Hyderguda, Hyderabad, Telangana 500029"
"Hyderabad","Gurunanak CARE HOSPITAL (MUSHEERABAD)","D. NO:1-4-908/7/1/, BAKARAM, MUSHEERABAD, HYDERABAD, 500020, TEL NO:040-30219000"
"Hyderabad","Usha Mullapadi Cardiac Centre","Cardiology,cardiothoracic surgery, haemodialysis, urology, nephrology with diagnostics"
"Hyderabad","CYGNUS INSTITUTE OF GASTROENTEROLOGY A UNIT OF MADHUDIT HEALTHCARE PVT LTD","16-2-227/34,35,28PART, SURVEY NO 145, SARDAR PATEL NAGER, NIJAMPET CROSS ROAD, NEAR JNTU METRO STATION, HYDERABAD, 500072, TEL NO:040-42466666 "
"Hyderabad","APOLLO DRDO HOSPITAL","DMRL X ROADS, KANCHANBAGH, HYDERABAD-58, TEL NO. 040-24342222"
"Hyderabad","CARE HOSPITAL (NAMPALLY)","door no 5-4-199, j.n road, exhibition road, nampally, hyderabad, 500001, tel no :040-30417777"
"Hyderabad","ADITYA HOSPITALS","4-1-16 BOGULKUNTA, TILAK ROAD, ABIDS, HYDERABAD, 500001, TEL NO:040-3911133"
"Hyderabad","POULOMI HOSPITAL (AS RAO NAGAR)","Plot No.A02 & B-17, Rukminipuri colony, Dr.A.S.Rao Nagar, ECIL Main Road, Secunderabad   500 062, Tel.No.040-27143750-54"
"Hyderabad","BASAVATARAKAM INDO AMERICAN CANCER HOSPITAL","ROAD NO 10, BANJARAHILLS, HYDERABAD, 500034, TEL NO: 040-23551235"
"Hyderabad","CARE HOSPITAL-BANJARA HILLS","6-3-248/2, ROAD NO 11, BANJARAHILLS, HYDERABAD, 500034, TEL NO:040-3041888"
"Hyderabad","AWARE GLOBAL HOSPITALS LB NAGAR","08-16-01, sagar road, saroor nager, LB NAGER, HYDERABAD-500035, TEL NO:040-24030444"
"Hyderabad","Gleneagles global hospital(a unit of ravindranath ge medical associates pvt.ltd)","6-1-1070/1 to 4,lakdikapul,hyd-04."
"Hyderabad","ARAVIND EYE HOSPITAL","""12-2-824/A/1,Santosh Nagar colony, Mehdipatnam, Hyderabad-500 028. Tel.No.040-23513743"""
"Hyderabad","CENTRE FOR SIGHT(A UNIT OF NEW DELHI CENTRE FOR SIGHT PVT LTD)","Survey no. 126 Plot no 10 , besides More megastore , Nizam pet X roads , Kukatpally, Hyderbad 500072. TEL .No. 040-40045594, 9849455744"
"Hyderabad","CHALLA EYE CARE CENTRE A UNIT OF CHALLA EYE CARE PVT LTD","8-2-268/R/9-P(near satya sai nigam agamam road no .2 banjara hills hyderabad 500047 Tel .No. 040-40137750, Mob: 9849455744"
"Hyderabad","CITIZENS HOSPITAL (A UNIT CYBERABADCITIZENS HEALTH SERVICES  PRIVATE  LIMITED","""1-100/1/CCH Nallagandla VillageSerilingampally Mandal, Hyderabad   500 019Tel.No.040-67191919. Mobile No.7995025001e.mail gangadharg@citizenshospitals.com, info@citizenshospitals.com"""
"Hyderabad","Dr Agarwals Eye Hospital","Plot No.6-3-712/80 & 81,Datla Pride, Panjagutta colony, Panjagutta,  Hyderabad   500 082 Tel.No.040-23400081"
"Hyderabad","Dr.HARIKISHAN EYE CARE","""3-4-512/80/1, Dr.Shobha arcade, Besides Aruna Photo Studio,  Near Narayanaguda Flyover, Barkatpura, Hyderabad-500 027.Tel.No. 040-27556555  Mobile No.9000887262"""
"Hyderabad","DRISHTI EYE CARE CENTRE","""Srinagar colony Panjagutta, HyderabadTel.No.23742158"""
"Hyderabad","Krishna institute of medical sciences","1-8-31/1, MINISTER ROAD, SECUNDERABAD, 500003, TEL NO:040-44885000"
"Hyderabad","MALLA REDDY NARAYANA MULTI SPECIALITY HOSPITAL AUNIT OF CHANDRAMMA EDUCATIONAL SOCIETY..................................","ALL THE FACILITIES AVAILABLE IN THE HOSPITAL EXCEPT IVF AND OTHER REPRODUCTIVE TREATMENT PROCEDURES"
"Hyderabad","Maxivision Eye Hospitals Private Ltd ","""# 6-3-903/A/1/1, Lane besides Yashoda Hospital, Somajiguda, Hyderabad-500 082Tel.No.040-44855577"""
"Hyderabad","MEDICITI  HEALTH CARE SERVICES PRIVATE LIMITED IS NOW MAX CURE HOSPITALS (A UNIT OF SAHRUDAYA HEALTH CARE PRIVATE LIMITED) FROM 19-8-2015","5-9-22, secretariat road, HYDERABAD, 500063, TEL NO:040-23231111"
"Hyderabad","MEDIVISION EYE & HEALTH CARE CENTRE PVT LTD","""10-3-304/F/1 to 4,Indira Sadan, Near NMDC, Masab Tank, Humayunnagar, Hyderabad-500 028Tel.No.0040-66368292"""
"Hyderabad","MEDIVISTA EYE CARE CENTRE A UNIT OF SUDHA HOSPITAL","30-1587/1, P.NO 25,OLD SAFILGUDA, CHANDRAGIRI COLONY, KRUPA COMPLEX BESIDES BANK OF INDIA, MALKAJGIRI HYDERABAD 500047. TEL NO. 040-27223031,7730-1587/1, P.NO 25,OLD SAFILGUDA, CHANDRAGIRI COLONY, KRUPA COMPLEX BESIDES BANK OF INDIA, MALKAJGIRI HYDERABAD 500047. TEL NO. 040-27223031,7794942714"
"Hyderabad","VINN HOSPITAL( a unit of vinn health care pvt ltd)","7-1-21, Railway Station Rd, Uma Nagar, Begumpet, Hyderabad, Telangana 500016"
"Hyderabad","VASAVI HOSPITAL","6-1-91, Opp. Sensation Theatre, Lakdikapool, Khairtabad,  Hyderabad-500 004.Tel.No.040-23296082,23232729"
"Hyderabad","THUMBAY HOSPITALNEW LIFE AUNITOFTHUMBAY HOSPITAL INDIA PVT LTD","h.no :16-6-104 TO 109, KAMAL THEATRE COMPLEX, CHADERGHAT, HYDERABAD-500024, TEL NO:040-24600600"
"Hyderabad","THE DECCAN HOSPITAL (UNIT OF PARK HEALTH SYSTEM PVT. LTD.)","6-3-903/A&B, SOMAJIGUDA, , HYDERABAD, 500082, TEL NO:040-23410640"
"Hyderabad","SUNSHINE HOSPITAL(A UNIT OF SARVEJANA HEALTH CARE PVT. LTD)","1-7-201 TO 205, PG ROAD,, PARADISE CIRCLE, SECUNDERABAD-500003, TEL NO:040-44550000,43444546"
"Hyderabad","STAR HOSPITALS, A UNIT OF UNIMED HEALTH CARE PVT.LTD.","8-2-596/5, ROAD NO 10, BANJARAHILLS, HYDERABAD 500034, TEL NO:040-44777777"
"Hyderabad","SRESHTA ORANGE HOSPITALS","GENERAL PURPOSE HAEMODIALYSIS ORTHOPAEDICS AND JOINT REPLACEMENT NEUROSURGERY GASTROENTROLOGY ENT ONCOLOGY ENDOSCOPIC AND LAPROSCOPIC SURGERY"
"Hyderabad","Sree Nethralaya Eye Hospitals and laser centre","""11-9-1. Vimal complex, Opp. Kothapet Bus stop, Dilsukhnagar, Hyderabad-500 035, Tel.No.040-40045670"""
"Hyderabad","SOLIS EYE CARE HOSPITALS PVT LIMITED","All the facilities available in the hospital for eye care procedures"
"Hyderabad","SATYA KIDNEY CENTRE AND SUPER SPECIALITY HOSPITAL","GENERAL PURPOSE, UROLOGY, UROSURGERY, HAEMODIALYSIS, LITHOTRIPSY, NEUROSURGERY, GASTROENTEROLOGY, ENT, ENDOSCOPIC/LAPROSCOPIC SURGERY, ORTHOPAEDICS, JOINT REPLACEMENT, NEPHROLOGY AND KIDNEY TRANSPLANT"
"Hyderabad","SAI JYOTHI EYE INSTITUTE","Plot No.185,Road No.1, West Marredpally, Secunderabad-500 026. Tel.No.040-27719170"
"Hyderabad","REMEDY HOSPITALS A UNIT OF ALBHA HEALTH CARE PVT LTD","""Road No.4, KPHB ColonyKukatpally,  Hyderabad-500 072Tel.No.04023158787"""
"Hyderabad","NEO RETINA EYE CARE INSTITUTE","""Ramachander House, 5-9-83/B, Chapel Road, Nampally, Hyderabad-500 001Tel.No.040-23236666,  040-64640566"""
"Hyderabad","OLIVE HOSPITAL","12-2-718/3-5, Nanalnagar X Roads, Mehdipatnam, Hyderabad -500 028 Tel.No.040-23525500"
"Hyderabad","OMEGA HOSPITALS","L/276A, Rd Number 12, MLA Colony, Banjara Hills, Hyderabad, Telangana 500034."
"Hyderabad","OMNI HOSPITAL (KOTHAPET X-ROAD)","GENERAL PURPOSE, cardiollogy, cardiolthoracic surgery, haemodialysis, lithotripsy, orthopaedics incl. joint replacement, neurosurgery, gastroenterology, ENT, endoscopic/laproscopic surgery"
"Hyderabad","PRANAAM HOSPITALS PVT LTD","""1-58-6-40-41, Madinaguda, Hyderabad-500 050Tel.No.040-6534359"""
"Hyderabad","PREMIER HOSPITAL","12-2-710, gudimalkapur, NANALNAGER, MEHDIPATNAM, HYDERABAD-500028, TEL NO:040-23515100"
"Hyderabad","PRIME HOSPITAL (AMEERPET)","Plot No.4, Behind Mythrivanam Building, Besides Blue Fox Hotel, Ameerpet, Hyderabad-500 038 Tel.No.040-44569999"
"Hyderabad","NEELIMA HOSPITALS PVT LTD","7-2-1735,OPP VOLTAS LTD, CZECH COLONY, SANATH NAGER, HYDERABAD-500018, TEL NO:040-21111100"
"Hyderabad","SMART VISION EYE HOSPITAL"," Besides Ratnadeep Supermarket, Plot No 143, Srinagar Colony Main Rd, Srinagar Colony, Sri Nagar Colony, Venkateshwara Hills, Banjara Hills, Hyderabad, Telangana 50007"
"Hyderabad","SRIKARA HOSPITAL","OPPOSITE RAILWAY RESERVATION COMPLEXSECUNDERABADHYDERABAD-500025"
"Hyderabad","OMEGA HOSPITAL GUNTUR","MEHAR NAGR,AUTO NAGAR,GUNTUR-522001."
"Hyderabad","PRAGNA CHILDREN'S HOSPITAL"," House No 6-3-347/22/B/1, Punjagutta, Hyderabad-500082, Lane Opp Vengal Rao Park, Road No:1 Banjara Hills,"
"Hyderabad"," SWARUP EYE CENTRE( A UNIT OF SWARUP HOSPITALS PVT LTD) ","Plot No. 145, Dwarakapuri, Punjagutta, Hyderabad, Telangana 500082"
"Hyderabad","SRIKARA HOSPITAL","222, Phase 2, Mythri Nagar, Madinaguda,"
"Hyderabad","SWARUP EYE HOSPITAL","5-9-163, Near Stanley college, Chapel Road, Abids,  Hyderabad-500 001,Tel.No.040-66783188"
"Hyderabad","SRI SHANKARA NETHRALAYA","1-116/1, National Highway 65, Miyapur, Opposite KFC, Hyderabad, Telangana 500049"
"Hyderabad","HIGH SIGHT SUPER SPECIALITY EYE HOSPITAL"," Gaffar Khan Colony, Banjara Hills, Hyderabad, Telangana 500034"
"Hyderabad","KIMSHOSPITAL ENTERPRISES PRIVATE LIMITED","Address: # 1.112/86,SURVEY NO.55/EE,, Kondapur Village, Serilingampally Mandal, Hyderabad, Telangana 500084"
"Hyderabad","KAMINENI HEALTHSERVICESPRIVATE LIMITED KINGKOTI HYDERABAD","4-1-1227, Abids Road, King Koti, Hyderguda, Hyderabad, Telangana 500001"
"Hyderabad","CARE HOSPITALS A UNIT OF QUALITY CARE INDIA LTD GACHIBOWLI","HITECH CITY, OLD MUMBAI ROAD, NEAR CYBERABAD POLICE COMMIONARATE, GACHIBOWLI, HYDERABAD-500032, TEL NO:040-33623999"
"Hyderabad","Woodlands hospital  - suspension removed from 21-3-2017","H.No.3-4-852, Opp. Regional Prvoident Fund Offfice, Barkatpura, Hyderabad -500 027"
"Hyderabad","MALLA REDDY HOSPITAL","Survey No./138, Suraram Main Road,  Qutubullapur MunIcipality,Hyderabad -500 055, Tel.No.9676017777"
"Hyderabad","KAMINENI HOSPITALS PVT LTD","SURVEY NO 68, MANSOORABAD ROAD, LB NAGER,HYDERABAD- 500068, TEL NO:040-27206777"
"INDORE","New Delhi Centre for sight Ltd.  ","Plot No. 134, Sector AB, Scheme No.54 Vijay Nagar Indore-452010"
"INDORE","Rohit Eye Hospital","E-1, HIG, Main Road, Near LIG Square, Indore (M.P) -453555 "
"INDORE","Retina Specialty hospital","324-325, Scheme No.54 PU-4 Behind Hotel Country Inn, Near by Indian Petrol Pump Vijay Nagar, Indore"
"INDORE","Vinayak Netralaya ","203, Lakshya Badgara Crest Tower, Near Janjirwala Square, Above Lari Sarees Indore-452001"
"Jabalpur","Marble City Hospital & Research Centre","Parsi Anjuman, Bhanwartal Extension, Near Rani Durgawati Museum, Napier Town, Jabalpur Tel. 0761-2450530, 2450533"
"Jabalpur","Aditya Dental Clinic","Shop No. 17 Satyamev Jayte Complex, Tehsil Parisar Jabalpur."
"Jabalpur","Dental Square","1485/1 Napier Town, Home Science College Road Opp. Madan Mahal Police Station Jabalpur."
"Jabalpur","Laxmi Narayan Hospital","1125, Madan Mahal Nagpur Road Jabalpur"
"Jabalpur","Dental House","Gate No. 2 Opp- Hanuman Mandir Ranital, Jabalpur0761-4925952"
"Jabalpur","Vaishali Dental Care","263/7 Sadar Jabalpur Tel. No. 0761-2622444"
"Jabalpur","Trivedi Dental Clinic","1553 Wright Town Satya Ashoka Road Jabalpur 2315786, 2490686,3209777"
"Jabalpur","Shubham Dental Clinic ","Near Jain Mandir Ranjhi Jabalpur Tel No. 0761-4001600 Mo. 9300161600"
"Jabalpur","Healthy Smile Dental Clinic & Orthodontic  Centre ","Opp. P & T Gate No. 04, Sneh Nagar Road, Wright Town Jabalpur Contact-9981619597"
"Jabalpur","Vimal Eye Hospital (Unit of Vimal Nursing Home)","Main Road Adhartal, JabalpurTel No.:- 8236834614"
"Jabalpur","Contacare Eye Hospital (A Unit of Contacare Ophthalics Pvt. Ltd)","Renuka Tower, 811 Napier Town Near Bhanwartal Garden JabalpurTel 0761-4005848"
"Jabalpur","Pandey Hospital Private Ltd. ","499, BEOHARBAGH OPP. GHAMAPUR PETROL PUMP JABALPUR0761-4033427, 2627833info@pandeyhospitals.com"
"Jabalpur","Mahakoshal Hospital ","Opp. Gate No. 03 Wright Town Stadium JabalpurTel. 2401909, 2610480, 4064780"
"Jabalpur","Infinity Heart Institute (Unit of IHRC PVT. LTD)   Infinityheartinstitute02@gmail.com","2nd FLOOR DIXIT PRIDE, NAPIER TOWN NR. TAIYAB ALI PETROL PUMP JABALPUR 0761-4032232"
"Jabalpur","Er. H.N. Nema Memorial Super Speciality Heart & Critical Care Hospital","Opp. ISBT Near Deendayal chowk, ITI Road Jabalpur7697345555, 0761-2418955"
"Jabalpur","Dube Surgical & Dental Hospital","Ghamapur Chowk Jabalpur 0761-2622919, 08817125235"
"Jabalpur","Dr. C.R. Bhandari Memorial Hospital  (Unit of Bhandari Polyclinic Pvt. Ltd)","659 Napier Town Near Vaibhav Talkies Jabalpur Tel.0761- 2400258, 2403333"
"Jabalpur","Best Super-Speciality Hospital ","1352/3 NAPIER TOWN HOME SCIENCE COLLEGE ROAD JABALPUR0761-24213120761-4082244"
"Jabalpur","Aditya Super Speciality Hospital & Trauma Centre ","Opp. Little Kingdom School, MLB School Road Napier Town, JBP Tel.4218312-13"
"Jabalpur","Seth Mannulal Jagannathdas Trust Hospital & Research Centre","Dixitpura Jabalpur Tel. No.0761-2650632, 2653973"
"Jabalpur","Sanjeevan Hospital & Research Centre","Ram Nagar Adhartal Jabalpur Tel. No.0761-2461340, 2496627"
"Jabalpur","Mero Hospital & Cancer Research Centre","(A Unit of Satya Sai Cancer Society) Kuchaini Parisar, Near Damoh Naka Bus Stand, Jabalpur . Tel. NO.07612641661,07614062000"
"Jabalpur","Jan Jyoti Hospital & Zyoptix Laser Centre","1051, Gole Bazar, JBP, Tel:- 0761-4065919,2622136"
"Jabalpur","Jamdar Hospital Pvt. Ltd.","Gole Bazar Jabalpur Tel. No.0761-2312133, 2312538, 2402133"
"Jabalpur","Anant Nursing Home Pvt. Ltd.","Madan Mahal Rly.Station Road Wright Town, Jabalpur. Tel. 0761-2411961, 2411962, 4006494/96"
"Jabalpur","Bombay Hospital & Research Centre","Gole Bazar, Jabalpur Tel. No. 0761-2410202, 2412110, 4007317"
"Jabalpur","Hussain Eye Care Centre","1047 Napier Town Near Fourth Bridge Jabalpur Tel.0761-2451279,4036452"
"Jabalpur","Chhavi Eye Hospital ","2567 Wright Town. Near Telecom Factory Gate No.02. Jabalpur Tel.0761-2414227"
"Jabalpur","Ashish Hospital","1309 Napier Town Jabalpur Tel.0761-2401637,2410535 "
"Jabalpur","Kothari Hospital","Gate No. 4, Near Madan Mahal Station Road Wright Town Jabalpur"
"Jabalpur","Deshmukh Dental Clinic","Russel Chowk, Jabalpur 0761-2451520,4036580"
"Jabalpur","National Hospital","703 Gole Bazar Jabalpur Tel.No.0761-2412612, 2414612, 2411100, 4016398"
"Jabalpur","Swastik Multispeciality Hospital and R.C.","ITI Road, Interstate Bus Terminal Deendayal Chowk JabalpurTel.2640638-639"
"Jabalpur","Batalia Eye Hospital ","Dr. Batalia Road, Near Ghantaghr, Jabalpur Tel.0761-4065919,2622136"
"Jabalpur","Sanil Multispeciality Dental Clinic","Parijat Bldg., Cherital, Saraswati Colony Jabalpur95846229478962722231"
"Jabalpur","Life Medicity Hospital (Unit of Daddaji Hospital Hospitals Pvt. Ltd. )","5 Aaga Chowk, Baldeobagh Jabalpur0761-4925150 /51/52"
"Jabalpur","Jabalpur Hospital & Research Centre","Russel Chowk, Jabalpur. tel no.0761245076107612450762"
"Jabalpur","Adhunik Dental Clinic","B-10 Shyam arcade Malviya Chowk, Jabalpur Tel. NO. 0761-2413829"
"Jaipur","J. P. EYE HOSPITAL","B-14, Lal Kothi Shopping Centre, Tonk Road, Jaipur-302015."
"Jaipur","Sir Chotu Ram Hospital","S-1, S Block, Sirsi Road,Vaishali Nagar, Jaipur-302021"
"Jaipur","KKS Urology And General Hospital","B 132-A, Rajendra Marg, Bapu Nagar, Jaipur"
